taxon,type,namesake,fictional_universe,character_type,media_type,notes_wiki,kingdom,phylum,class,order,family,genus,species_gbif,scientificName,canonicalName,rank,status,extinct,author_gbif,final_year
Polemistus yoda,Wasp,"Menke stated that he ""wanted to add a little humor in the otherwise rather dry subject of taxonomy"".",Star Wars,Named after Yoda,Films,[5][6],Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Polemistus,Polemistus yoda,"Polemistus yoda Vincent, 1983",Polemistus yoda,SPECIES,ACCEPTED,False,Vincent,1983.0
Albunione yoda,Isopod,"Named ""in recognition that the slightly curved long lateral extensions of the female’s head resemble the head shape ofYodawith his long drooping ears.""",Star Wars,Named after Yoda,Films,[21],Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Albunione,Albunione yoda,"Albunione yoda Markham & Boyko, 2003",Albunione yoda,SPECIES,ACCEPTED,False,Markham & Boyko,2003.0
Yoda purpurata,Acorn worm,"""Yodarefers to the lateral lips, which are shaped like the ears of Yoda, a character in theStar Warsuniverse.""",Star Wars,Named after Yoda,Films,[22],Animalia,Hemichordata,Enteropneusta,,Torquaratoridae,Yoda,Yoda purpurata,"Yoda purpurata Priede, Osborn, Gebruk, Jones, Shale, Rogacheva & Holland, 2012",Yoda purpurata,SPECIES,ACCEPTED,False,"Priede, Osborn, Gebruk, Jones, Shale, Rogacheva & Holland",2012.0
Yodanoe,Scale worm,"""This genus is dedicated to Yoda, the Grand Master of the Jedi Order. The name is composed by Yoda and ‘noe’ fromPolynoe, the ancient Greek nymph.""",Star Wars,Named after Yoda,Films,[24],Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Yodanoe,,"Yodanoe Bonifácio & Menot, 2018",Yodanoe,GENUS,ACCEPTED,False,Bonifácio & Menot,2018.0
Trigonopterus yoda,Weevil,"The name ""appears to fit to a small greenish forest-dwelling creature"".",Star Wars,Named after Yoda,Films,[25],Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,Trigonopterus yoda,"Trigonopterus yoda Riedel, 2019",Trigonopterus yoda,SPECIES,ACCEPTED,False,Riedel,2019.0
Polemistus chewbacca,Wasp,"Menke stated that he ""wanted to add a little humor in the otherwise rather dry subject of taxonomy"".",Star Wars,Named after Chewbacca,Films,[5][6],Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Polemistus,Polemistus chewbacca,"Polemistus chewbacca Menke, 1983",Polemistus chewbacca,SPECIES,ACCEPTED,False,Menke,1983.0
Wockia chewbacca,Moth,"""The species epithet,chewbacca, is named after the very large and hairy Wookiee character in theStar Warsmovie series.""",Star Wars,Named after Chewbacca,Films,[26],Animalia,Arthropoda,Insecta,Lepidoptera,Urodidae,Wockia,Wockia chewbacca,"Wockia chewbacca Adamski, 2008",Wockia chewbacca,SPECIES,ACCEPTED,False,Adamski,2008.0
Trigonopterus chewbacca,Weevil,"""This species has dense scales on the head and the legs, which reminds the authors ofChewbacca's dense fur.""",Star Wars,Named after Chewbacca,Films,[27],Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,Trigonopterus chewbacca,"Trigonopterus chewbacca Van Dam, Riedelan Dam, Laufa & Riedel, 2016",Trigonopterus chewbacca,SPECIES,ACCEPTED,False,"Van Dam, Riedelan Dam, Laufa & Riedel",2016.0
Urubaxia chewie,True bug,"""[T]he epithet is relative to the big size of this species compared to other Urubaxia species — for its appearance we name it in honor of the sci-fi character Chewbacca, dearly known as Chewie""",Star Wars,Named after Chewbacca,Films,[28],Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,Urubaxia,Urubaxia chewie,"Urubaxia chewie Paladini & Carvalho, 2016",Urubaxia chewie,SPECIES,ACCEPTED,False,Paladini & Carvalho,2016.0
Epicratinus leia,Spider,"The specific epithet is a noun taken in apposition and is in reference to Princess Leia Organa, a fictional character in George Lucas film, “Star Wars”, portrayed in films by Carrie Fisher. In her first appearance, Leia has her hair curled up like a headphone, which resembles the female’s epigynum.",Star Wars,Named after Leia Organa,Films,[20],Animalia,Arthropoda,Arachnida,Araneae,Zodariidae,Epicratinus,,"Epicratinus Jocqué & Baert, 2005",Epicratinus,SPECIES,ACCEPTED,False,Jocqué & Baert,2024.0
Coptoborus leia,Bark beetle,"""The species is setose and round like the character’s bun-styled hair.""",Star Wars,Named after Leia Organa,Films,[29],Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Coptoborus,Coptoborus leia,"Coptoborus leia Smith & Cognato, 2021",Coptoborus leia,SPECIES,ACCEPTED,False,Smith & Cognato,2021.0
Epicratinus luke,Spider,"The specific epithet is a noun taken in apposition and is in reference to Luke Skywalker, a fictional character in George Lucas film, “Star Wars”, portrayed in films by Mark Hamill. Luke wields a lightsaber, as the long RTA of that species looks like.",Star Wars,Named after Luke Skywalker,Films,[20],Animalia,Arthropoda,Arachnida,Araneae,Zodariidae,Epicratinus,,"Epicratinus Jocqué & Baert, 2005",Epicratinus,SPECIES,ACCEPTED,False,Jocqué & Baert,2024.0
Sclerobunus skywalkeri,Harvestman,"""The specific epithet is in reference to the character Luke Skywalker and is used to recognize the multi-generational influence and significance of the originalStar Warstrilogy. This name also reflects the fact that this species is found only at high elevations in 'sky island' montane habitats, and thus appears to 'walk the sky'.""",Star Wars,Named after Luke Skywalker,Films,[30],Animalia,Arthropoda,Arachnida,Opiliones,Paranonychidae,Sclerobunus,Sclerobunus skywalkeri,"Sclerobunus skywalkeri Derkarabetian & Hedin, 2014",Sclerobunus skywalkeri,SPECIES,ACCEPTED,False,Derkarabetian & Hedin,2014.0
Hoolock tianxing,Gibbon,"""Tianxingconstitutes the pinyin transliteration of 天行, meaning heaven's movement or skywalker [...] a name referring to the unique locomotory mode of gibbons""The species was given the common name ""Skywalker hoolock gibbon"".",Star Wars,Named after Luke Skywalker,Films,[31][32],Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,Hoolock tianxing,"Hoolock tianxing Peng-Fei Fan, Kai He, Xing Chen et al., 2017",Hoolock tianxing,SPECIES,ACCEPTED,False,"Peng-Fei Fan, Kai He, Xing Chen et al.",2017.0
Romanogobio skywalkeri,Ray-finned fish,"""Named for Luke Skywalker, the hero of the movie 'Star Wars: Episode IV—A New Hope'""",Star Wars,Named after Luke Skywalker,Films,[33],Animalia,Chordata,,Cypriniformes,Cyprinidae,Romanogobio,Romanogobio skywalkeri,"Romanogobio skywalkeri Friedrich, Wiesner, Zangl, Daill, Freyhof & Koblmüller, 2018",Romanogobio skywalkeri,SPECIES,ACCEPTED,False,"Friedrich, Wiesner, Zangl, Daill, Freyhof & Koblmüller",2018.0
Urubaxia solo,True bug,"""the epithet is relative to the paramere with only one sclerotized spine, and in honor of the sci-fi character Han Solo fromStar Wars© saga — we grieve his death in the movieThe Force Awakens.""",Star Wars,Named after Han Solo,Films,[28],Animalia,Arthropoda,Insecta,Hemiptera,Cercopidae,Urubaxia,Urubaxia solo,"Urubaxia solo Paladini & Carvalho, 2016",Urubaxia solo,SPECIES,ACCEPTED,False,Paladini & Carvalho,2016.0
Begonia amidalae,Begonia,"""With embellished silvery spots on dark sheen green foliages, the appearance of this new species is reminiscent of the starry sky. We have, therefore, ventured to choose a beautiful role ofStar Warsas the epithet.""",Star Wars,Named after Padmé Amidala,Films,[14],Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia amidalae,Begonia amidalae C.W.Lin & C.I Peng,Begonia amidalae,SPECIES,ACCEPTED,False,,2014.0
Xenokeryx amidalae,Ruminant,"""Referred to the fictional characterPadmé AmidalafromStar Wars, due to the striking resemblance that the occipital appendage ofXenokeryxbears to one of the hairstyles that the aforementioned character shows inThe Phantom Menacefeature film.""",Star Wars,Named after Padmé Amidala,Films,[36],Animalia,Chordata,Mammalia,Artiodactyla,Palaeomerycidae,Xenokeryx,Xenokeryx amidalae,"Xenokeryx amidalae Sánchez, López Cantalapiedra, Ríos, Quiralte & Morales, 2015",Xenokeryx amidalae,SPECIES,ACCEPTED,True,"Sánchez, López Cantalapiedra, Ríos, Quiralte & Morales",2015.0
Crocydocinus porg,Crab,"""The species is named after aStar Warsmovie character, Porg, due to its woolly appearance.""",Star Wars,Named after Porgs,Films,[37],Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Crocydocinus,Crocydocinus porg,"Crocydocinus porg Lee, Forges & Ng, 2019",Crocydocinus porg,SPECIES,ACCEPTED,False,"Lee, Forges & Ng",2019.0
Trigonopterus porg,Weevil,"Named after the ""fictional penguin-like character Porg in theStar Warsmovies. This species inhabiting a remote island has the same color combination of black, orange and white.""",Star Wars,Named after Porgs,Films,[38],Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,Trigonopterus porg,"Trigonopterus porg Narakusumo & Riedel, 2019",Trigonopterus porg,SPECIES,ACCEPTED,False,Narakusumo & Riedel,2019.0
Epicratinus dookan,Spider,"Dookan, the Brazilian name forCount Dooku",Star Wars,Named after other characters and elements,Films,"""Count Dookan [Brazilian name] is a character which wears a curved hilt of his lightsaber, as the curved dorsal projection at the base of the RTA.""",Animalia,Arthropoda,Arachnida,Araneae,Zodariidae,Epicratinus,Epicratinus dookan,"Epicratinus dookan Gonçalves & Brescovit, 2020",Epicratinus dookan,SPECIES,ACCEPTED,False,Gonçalves & Brescovit,2020.0
Aptostichus sarlacc,Trapdoor spider,Sarlacc,Star Wars,Named after other characters and elements,Films,"""The specific epithet is a noun in apposition taken from the fictional creature in George Lucas' science fiction saga,Star Wars: Return of the Jedi.""",Animalia,Arthropoda,Arachnida,Araneae,Euctenizidae,Aptostichus,Aptostichus sarlacc,"Aptostichus sarlacc Bond, 2012",Aptostichus sarlacc,SPECIES,ACCEPTED,False,Bond,2012.0
Tetramorium jedi,Ant,Jedi,Star Wars,Named after other characters and elements,Films,"""This new species is named after the fictional, noble, and wise guardians of peace from theStar Warsuniverse created by George Lucas.""",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium jedi,Tetramorium jedi Hita,Tetramorium jedi,SPECIES,ACCEPTED,False,,2012.0
Tetramorium obiwan,Ant,Obi-Wan Kenobi,Star Wars,Named after other characters and elements,Films,"""The name of the new species is inspired by a fictional character from George Lucas'Star Warsuniverse: the wise Jedi master Obi-Wan Kenobi.""",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium obiwan,"Tetramorium obiwan Hita Garcia & Fisher, 2014",Tetramorium obiwan,SPECIES,ACCEPTED,False,Hita Garcia & Fisher,2014.0
Peckoltia greedoi,Catfish,Greedo,Star Wars,Named after other characters and elements,Films,"""Named for Greedo of Rodia, a bounty hunter killed by Han Solo in Chalmun’s Spaceport Cantina [...] with whom this species shares a remarkable resemblance.""",Animalia,Chordata,,Siluriformes,Loricariidae,Peckoltia,Peckoltia greedoi,"Peckoltia greedoi Armbruster, Werneke & Tan, 2015",Peckoltia greedoi,SPECIES,ACCEPTED,False,"Armbruster, Werneke & Tan",2015.0
Ackbaria,True bug,Admiral Ackbar,Star Wars,Named after other characters and elements,Films,"""This genus is named after Admiral Gial Ackbar""",Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Ackbaria,,"Ackbaria Campodonico & Zahniser, 2017",Ackbaria,GENUS,ACCEPTED,False,Campodonico & Zahniser,2017.0
Tropostreptus droides,Millipede,Battle Droid,Star Wars,Named after other characters and elements,Films,"""The name is an adjective and refers to the (rather remote) resemblance between the gonopod coxae of the new species and a pair ofStar Warsbattle droids.""",Animalia,Arthropoda,Diplopoda,Spirostreptida,Spirostreptidae,Tropostreptus,Tropostreptus droides,"Tropostreptus droides Enghoff, 2017",Tropostreptus droides,SPECIES,ACCEPTED,False,Enghoff,2017.0
Osedax jabba,Annelid,Jabba the Hutt,Star Wars,Named after other characters and elements,Films,"""The trunk of the new species is reminiscent of the tail of the mythical creature Jabba the Hutt""",Animalia,Annelida,Polychaeta,Sabellida,Siboglinidae,Osedax,Osedax jabba,"Osedax jabba Rouse, Goffredi, Johnson & Vrijenhoek, 2018",Osedax jabba,SPECIES,ACCEPTED,False,"Rouse, Goffredi, Johnson & Vrijenhoek",2018.0
Stormtropis,Baldlegged spiders,Stormtroopers,Star Wars,Named after other characters and elements,Films,"""The stormtroopers are the soldiers of the main ground force of the Galactic Empire. These soldiers are very similar to each other, with some capacity for camouflage but with unskillful movements, like this group of spiders.""",Animalia,Arthropoda,Arachnida,Araneae,Paratropididae,Stormtropis,,"Stormtropis Perafán, Galvis & Pérez-Miles, 2019",Stormtropis,GENUS,ACCEPTED,False,"Perafán, Galvis & Pérez-Miles",2019.0
Cambroraster falcatus,Radiodont,Millennium Falcon,Star Wars,Named after other characters and elements,Films,"""The species name also relates to its field nickname 'spaceship' in reference to the H-element's resemblance to the fictional Millennium Falcon starship in theStar Warsfranchise.""",Animalia,Arthropoda,,,Hurdiidae,Cambroraster,Cambroraster falcatus,"Cambroraster falcatus Moysiuk & Caron, 2019",Cambroraster falcatus,SPECIES,ACCEPTED,True,Moysiuk & Caron,2019.0
Crocydocinus ewok,Crab,Ewoks,Star Wars,Named after other characters and elements,Films,"""The species is name after aStar Warsmovie character, Ewok, due to the fuzzy and woolly appearance of the new species.""",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Crocydocinus,Crocydocinus ewok,"Crocydocinus ewok Lee, Richer de Forges & Ng, 2019",Crocydocinus ewok,SPECIES,ACCEPTED,False,"Lee, Richer de Forges & Ng",2019.0
Meoneura artoodetoo,Fly,R2-D2,Star Wars,Named after other characters and elements,Films,"""This species is dedicated [..] to the fictional robot R2-D2 from George Lucas'Star Warsmovies. R2-D2 is a small and inconspicuous robot but saved the world.""",Animalia,Arthropoda,Insecta,Diptera,Carnidae,Meoneura,Meoneura artoodetoo,"Meoneura artoodetoo Stuke & Barták, 2019",Meoneura artoodetoo,SPECIES,ACCEPTED,False,Stuke & Barták,2019.0
Adeonellopsis macewindui,Bryozoan,Mace Windu,Star Wars,Named after other characters and elements,Films,"""Named for the fictional characterMace Winduin theStar Warsfranchise; he uniquely wielded a purple-bladed lightsaber. The name alludes to the new purplish-bladed Adeonellopsis species while indirectly acknowledging theBlack Lives Mattermovement through African-American actor Samuel L. Jackson who played the role of Mace Windu.""",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Adeonellopsis,Adeonellopsis macewindui,"Adeonellopsis macewindui Liow & Gordon, 2020",Adeonellopsis macewindui,SPECIES,ACCEPTED,False,Liow & Gordon,2020.0
Trigonopterus ewok,Weevil,Ewoks,Star Wars,Named after other characters and elements,Films,"""This epithet is a noun in apposition based on the fictional character of small bear-like creatures from Star Wars VI movie.""",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,Trigonopterus ewok,"Trigonopterus ewok Narakusumo & Riedel, 2021",Trigonopterus ewok,SPECIES,ACCEPTED,False,Narakusumo & Riedel,2021.0
Euronecturus grogu,Salamander,Grogu,Star Wars,Named after other characters and elements,Films,"""[L]ike the new taxon herein described, Grogu is a member of an ancient lineage we know nothing or almost nothing about, which appears in an unexpected place at an unexpected time.""",Animalia,Chordata,Amphibia,Caudata,Proteidae,Euronecturus,Euronecturus grogu,"Euronecturus grogu Macaluso, Villa & Mörs, 2021",Euronecturus grogu,SPECIES,ACCEPTED,True,"Macaluso, Villa & Mörs",2021.0
Antigone antigone,Crane,Antigone of Troy,Greek mythology,,Literature,"The species was named after ""Antigone, daughter of KingLaomedon of Troy, who was metamorphosed into a stork for presuming to compare herself to the goddess Hera. Linnaeus confused this myth with that ofGerana, princess of the pygmies, who was changed into a crane byHerafor committing the samelèse-majesté""",Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus antigone,"Antigone antigone (Linnaeus, 1758)",Antigone antigone,SPECIES,SYNONYM,False,Linnaeus,1758.0
Pseudione quasimodo,Isopod,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""The specific name quasimodo is derived from Victor Hugoʼs famous bell-ringer of Notre-Dame, most famously portrayed in film by the great Lon Chaney (1883–1930). This appellation is appropriate due to the shape of the female isopod and the bulge it creates in the branchial chamber of the host""",Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Eremitione,Eremitione quasimodo,"Pseudione quasimodo Boyko & Williams, 2004",Pseudione quasimodo,SPECIES,SYNONYM,False,Boyko & Williams,2004.0
Albicetus oxymycterus,Toothed whale,Moby Dick,Moby-Dick,,Literature,"""Combining the Latin wordsalbus(white) andcetus(whale). The name pays tribute to H. Melville's classic American novelMoby-Dick; or,The Whale. In the novel, Melville refers to Moby-Dick as ""the White Whale"", a creature of ""unwonted magnitude"" with a ""remarkable hue"" and ""deformed lower jaw"". These traits are coincidentally similar to the type specimen ofAlbicetus, a white fossil sperm whale whose jaws have been displaced due to diagenetic processes.""",Animalia,Chordata,Mammalia,Cetacea,,Albicetus,Ontocetus oxymycterus,"Albicetus oxymycterus (Kellogg, 1925)",Albicetus oxymycterus,SPECIES,SYNONYM,True,Kellogg,1925.0
Meoneura tinkerbellae,Fly,Tinker Bell,Peter Pan,,Literature,"""Tinker Bell is a long haired and very small fairy asMeoneura tinkerbellaeis a very small, hardly visible fly with characteristically long setulae on tergite 5.""",Animalia,Arthropoda,Insecta,Diptera,Carnidae,Hemeromyia,Hemeromyia tinkerbellae,"Meoneura tinkerbellae Stucke, 2016",Meoneura tinkerbellae,SPECIES,SYNONYM,False,Stucke,2016.0
Urostephanus lokii,Milkvine,Loki,Marvel Comics,,Comics,"""The specific epithet refers to the interstaminalcoronathat resembles the horns of the helmet used in the fictional representation in the Marvel Cinematic Universe, created byStan Lee, of the mythical character Loki."" Originally namedMatelea lokiiand subsequently transferred to genusUrostephanus.",Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Matelea,,Urostephanus B.L.Rob. & Greenm.,Urostephanus,SPECIES,SYNONYM,False,,2024.0
Rathalos treecko,Spider,Treecko,Pokémon,,Games,"""The species is named after Treecko, a fictional character from Pokémon Emerald that lives in the forest, as does this new species""",Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena treecko,"Rathalos treecko (Lin & Li, 2021)",Rathalos treecko,SPECIES,SYNONYM,False,Lin & Li,2021.0
Litoria sauroni,Frog,Sauron,Tolkien,Ainur,Literature,"""From the character Sauron, referred to as 'the eye' in Tolkien’s 'The Lord of the Rings', in reference to the striking red and black mottled eye of this taxon.""",Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Nyctimystes,Nyctimystes sauroni,"Litoria sauroni Richards & Oliver, 2006",Litoria sauroni,SPECIES,SYNONYM,False,Richards & Oliver,2006.0
